name,home,away,statisticsType,valueType,homeValue,awayValue,key,Categoría,homeTotal,awayTotal,event_id
Pases,313,211,positive,event,313.0,211.0,passes,General,,,11972777
Entradas,1,0,positive,event,1.0,0.0,totalTackle,General,,,11972777
Tiros libre,8,2,positive,event,8.0,2.0,freeKicks,General,,,11972777
Tarjetas amarillas,4,4,negative,event,4.0,4.0,yellowCards,General,,,11972777
Tarjetas rojas,0,0,negative,event,0.0,0.0,redCards,General,,,11972777
Remates totales,13,14,positive,event,13.0,14.0,totalShotsOnGoal,Remates,,,11972777
Remates al arco,3,4,positive,event,3.0,4.0,shotsOnGoal,Remates,,,11972777
Palo,0,1,negative,event,0.0,1.0,hitWoodwork,Remates,,,11972777
Remates fuera,8,4,negative,event,8.0,4.0,shotsOffGoal,Remates,,,11972777
Remates bloqueados,2,5,negative,event,2.0,5.0,blockedScoringAttempt,Remates,,,11972777
Remates dentro del área,5,8,positive,event,5.0,8.0,totalShotsInsideBox,Remates,,,11972777
Remates fuera del área,8,6,positive,event,8.0,6.0,totalShotsOutsideBox,Remates,,,11972777
Pases en profundidad,1,0,positive,event,1.0,0.0,accurateThroughBall,Ataques,,,11972777
Toques en el área penal,8,17,positive,event,8.0,17.0,touchesInOppBox,Ataques,,,11972777
Fuera de juego,5,5,negative,event,5.0,5.0,offsides,Ataques,,,11972777
Pases precisos,235,138,positive,event,235.0,138.0,accuratePasses,Pases,,,11972777
Laterales,27,31,positive,event,27.0,31.0,throwIns,Pases,,,11972777
Fase de tercio final,38/58 (66%),22/35 (63%),positive,team,38.0,22.0,finalThirdPhaseStatistic,Pases,58.0,35.0,11972777
Pases largos,30/54 (55%),22/36 (61%),positive,team,30.0,22.0,accurateLongBalls,Pases,54.0,36.0,11972777
Centros,2/17 (11%),7/13 (53%),positive,team,2.0,7.0,accurateCross,Pases,17.0,13.0,11972777
Duelos,40%,36%,positive,event,40.0,36.0,duelWonPercent,Duelos,,,11972777
Pérdidas de posesión,9,8,negative,event,9.0,8.0,dispossessed,Duelos,,,11972777
Duelos en el suelo,54/149 (36%),51/159 (32%),positive,team,54.0,51.0,groundDuelsPercentage,Duelos,149.0,159.0,11972777
Duelos aéreos,24/45 (53%),22/41 (54%),positive,team,24.0,22.0,aerialDuelsPercentage,Duelos,45.0,41.0,11972777
Regates,25/28 (89%),20/27 (74%),positive,team,25.0,20.0,dribblesPercentage,Duelos,28.0,27.0,11972777
Entradas totales,1,0,positive,event,1.0,0.0,totalTackle,Defensa,,,11972777
Intercepciones,9,8,positive,event,9.0,8.0,interceptionWon,Defensa,,,11972777
Despejes,14,7,positive,event,14.0,7.0,totalClearance,Defensa,,,11972777
Errores seguidos por remate,2,3,negative,event,2.0,3.0,errorsLeadToShot,Defensa,,,11972777
Salvadas totales,3,4,positive,event,3.0,4.0,goalkeeperSaves,Arquero,,,11972777
Saques de arco,6,11,positive,event,6.0,11.0,goalKicks,Arquero,,,11972777
Posesión,41%,59%,positive,event,41.0,59.0,ballPossession,General,,,11972775
Goles esperados,1.07,0.91,positive,event,1.07,0.91,expectedGoals,General,,,11972775
Remates totales,16,11,positive,event,16.0,11.0,totalShotsOnGoal,General,,,11972775
Atajadas,2,3,positive,event,2.0,3.0,goalkeeperSaves,General,,,11972775
Córners,7,2,positive,event,7.0,2.0,cornerKicks,General,,,11972775
Faltas,12,17,negative,event,12.0,17.0,fouls,General,,,11972775
Pases,229,325,positive,event,229.0,325.0,passes,General,,,11972775
Entradas,3,0,positive,event,3.0,0.0,totalTackle,General,,,11972775
Tiros libre,8,1,positive,event,8.0,1.0,freeKicks,General,,,11972775
Tarjetas amarillas,2,1,negative,event,2.0,1.0,yellowCards,General,,,11972775
Tarjetas rojas,0,0,negative,event,0.0,0.0,redCards,General,,,11972775
Remates totales,16,11,positive,event,16.0,11.0,totalShotsOnGoal,Remates,,,11972775
Remates al arco,3,5,positive,event,3.0,5.0,shotsOnGoal,Remates,,,11972775
Palo,1,0,negative,event,1.0,0.0,hitWoodwork,Remates,,,11972775
Remates fuera,10,4,negative,event,10.0,4.0,shotsOffGoal,Remates,,,11972775
Remates bloqueados,2,2,negative,event,2.0,2.0,blockedScoringAttempt,Remates,,,11972775
Remates dentro del área,10,4,positive,event,10.0,4.0,totalShotsInsideBox,Remates,,,11972775
Remates fuera del área,6,7,positive,event,6.0,7.0,totalShotsOutsideBox,Remates,,,11972775
Pases en profundidad,0,0,positive,event,0.0,0.0,accurateThroughBall,Ataques,,,11972775
Toques en el área penal,17,6,positive,event,17.0,6.0,touchesInOppBox,Ataques,,,11972775
Fuera de juego,2,5,negative,event,2.0,5.0,offsides,Ataques,,,11972775
Pases precisos,158,250,positive,event,158.0,250.0,accuratePasses,Pases,,,11972775
Laterales,32,19,positive,event,32.0,19.0,throwIns,Pases,,,11972775
Fase de tercio final,29/45 (64%),26/37 (70%),positive,team,29.0,26.0,finalThirdPhaseStatistic,Pases,45.0,37.0,11972775
Pases largos,23/40 (57%),28/54 (51%),positive,team,23.0,28.0,accurateLongBalls,Pases,40.0,54.0,11972775
Centros,8/22 (36%),2/10 (20%),positive,team,8.0,2.0,accurateCross,Pases,22.0,10.0,11972775
Duelos,44%,38%,positive,event,44.0,38.0,duelWonPercent,Duelos,,,11972775
Pérdidas de posesión,10,8,negative,event,10.0,8.0,dispossessed,Duelos,,,11972775
Duelos en el suelo,37/92 (40%),25/78 (32%),positive,team,37.0,25.0,groundDuelsPercentage,Duelos,92.0,78.0,11972775
Duelos aéreos,19/34 (56%),20/38 (53%),positive,team,19.0,20.0,aerialDuelsPercentage,Duelos,34.0,38.0,11972775
Regates,14/21 (67%),7/10 (70%),positive,team,14.0,7.0,dribblesPercentage,Duelos,21.0,10.0,11972775
Entradas totales,3,0,positive,event,3.0,0.0,totalTackle,Defensa,,,11972775
Intercepciones,16,16,positive,event,16.0,16.0,interceptionWon,Defensa,,,11972775
Despejes,5,25,positive,event,5.0,25.0,totalClearance,Defensa,,,11972775
Errores seguidos por remate,1,2,negative,event,1.0,2.0,errorsLeadToShot,Defensa,,,11972775
Salvadas totales,2,3,positive,event,2.0,3.0,goalkeeperSaves,Arquero,,,11972775
Saques de arco,9,8,positive,event,9.0,8.0,goalKicks,Arquero,,,11972775
Posesión,58%,42%,positive,event,58.0,42.0,ballPossession,General,,,11972772
Goles esperados,1.33,0.47,positive,event,1.33,0.47,expectedGoals,General,,,11972772
Remates totales,15,7,positive,event,15.0,7.0,totalShotsOnGoal,General,,,11972772
Atajadas,2,3,positive,event,2.0,3.0,goalkeeperSaves,General,,,11972772
Córners,5,1,positive,event,5.0,1.0,cornerKicks,General,,,11972772
Faltas,12,12,negative,event,12.0,12.0,fouls,General,,,11972772
Pases,384,283,positive,event,384.0,283.0,passes,General,,,11972772
Entradas,1,2,positive,event,1.0,2.0,totalTackle,General,,,11972772
Tiros libre,3,3,positive,event,3.0,3.0,freeKicks,General,,,11972772
Tarjetas amarillas,1,3,negative,event,1.0,3.0,yellowCards,General,,,11972772
Tarjetas rojas,0,0,negative,event,0.0,0.0,redCards,General,,,11972772
Remates totales,15,7,positive,event,15.0,7.0,totalShotsOnGoal,Remates,,,11972772
Remates al arco,5,3,positive,event,5.0,3.0,shotsOnGoal,Remates,,,11972772
Palo,0,0,negative,event,0.0,0.0,hitWoodwork,Remates,,,11972772
Remates fuera,6,4,negative,event,6.0,4.0,shotsOffGoal,Remates,,,11972772
Remates bloqueados,4,0,negative,event,4.0,0.0,blockedScoringAttempt,Remates,,,11972772
Remates dentro del área,7,2,positive,event,7.0,2.0,totalShotsInsideBox,Remates,,,11972772
Remates fuera del área,8,5,positive,event,8.0,5.0,totalShotsOutsideBox,Remates,,,11972772
Pases en profundidad,4,1,positive,event,4.0,1.0,accurateThroughBall,Ataques,,,11972772
Toques en el área penal,21,8,positive,event,21.0,8.0,touchesInOppBox,Ataques,,,11972772
Fuera de juego,2,4,negative,event,2.0,4.0,offsides,Ataques,,,11972772
Pases precisos,309,197,positive,event,309.0,197.0,accuratePasses,Pases,,,11972772
Laterales,26,21,positive,event,26.0,21.0,throwIns,Pases,,,11972772
Fase de tercio final,30/54 (56%),36/48 (75%),positive,team,30.0,36.0,finalThirdPhaseStatistic,Pases,54.0,48.0,11972772
Pases largos,32/58 (55%),33/51 (64%),positive,team,32.0,33.0,accurateLongBalls,Pases,58.0,51.0,11972772
Centros,10/19 (52%),4/13 (30%),positive,team,10.0,4.0,accurateCross,Pases,19.0,13.0,11972772
Duelos,35%,31%,positive,event,35.0,31.0,duelWonPercent,Duelos,,,11972772
Pérdidas de posesión,10,1,negative,event,10.0,1.0,dispossessed,Duelos,,,11972772
Duelos en el suelo,37/114 (32%),30/116 (26%),positive,team,37.0,30.0,groundDuelsPercentage,Duelos,114.0,116.0,11972772
Duelos aéreos,19/44 (43%),19/40 (48%),positive,team,19.0,19.0,aerialDuelsPercentage,Duelos,44.0,40.0,11972772
Regates,18/28 (64%),5/6 (83%),positive,team,18.0,5.0,dribblesPercentage,Duelos,28.0,6.0,11972772
Entradas totales,1,2,positive,event,1.0,2.0,totalTackle,Defensa,,,11972772
Intercepciones,21,15,positive,event,21.0,15.0,interceptionWon,Defensa,,,11972772
Despejes,13,21,positive,event,13.0,21.0,totalClearance,Defensa,,,11972772
Errores seguidos por remate,1,2,negative,event,1.0,2.0,errorsLeadToShot,Defensa,,,11972772
Salvadas totales,2,3,positive,event,2.0,3.0,goalkeeperSaves,Arquero,,,11972772
Saques de arco,10,15,positive,event,10.0,15.0,goalKicks,Arquero,,,11972772
Posesión,49%,51%,positive,event,49.0,51.0,ballPossession,General,,,11972774
Goles esperados,1.04,0.93,positive,event,1.04,0.93,expectedGoals,General,,,11972774
Remates totales,8,10,positive,event,8.0,10.0,totalShotsOnGoal,General,,,11972774
Atajadas,5,1,positive,event,5.0,1.0,goalkeeperSaves,General,,,11972774
Córners,2,6,positive,event,2.0,6.0,cornerKicks,General,,,11972774
Faltas,16,10,negative,event,16.0,10.0,fouls,General,,,11972774
Pases,340,337,positive,event,340.0,337.0,passes,General,,,11972774
Entradas,8,5,positive,event,8.0,5.0,totalTackle,General,,,11972774
Tiros libre,1,7,positive,event,1.0,7.0,freeKicks,General,,,11972774
Tarjetas amarillas,1,0,negative,event,1.0,0.0,yellowCards,General,,,11972774
Tarjetas rojas,0,0,negative,event,0.0,0.0,redCards,General,,,11972774
Remates totales,8,10,positive,event,8.0,10.0,totalShotsOnGoal,Remates,,,11972774
Remates al arco,3,4,positive,event,3.0,4.0,shotsOnGoal,Remates,,,11972774
Palo,0,0,negative,event,0.0,0.0,hitWoodwork,Remates,,,11972774
Remates fuera,3,4,negative,event,3.0,4.0,shotsOffGoal,Remates,,,11972774
Remates bloqueados,2,2,negative,event,2.0,2.0,blockedScoringAttempt,Remates,,,11972774
Remates dentro del área,6,5,positive,event,6.0,5.0,totalShotsInsideBox,Remates,,,11972774
Remates fuera del área,2,5,positive,event,2.0,5.0,totalShotsOutsideBox,Remates,,,11972774
Pases en profundidad,1,1,positive,event,1.0,1.0,accurateThroughBall,Ataques,,,11972774
Toques en el área penal,11,16,positive,event,11.0,16.0,touchesInOppBox,Ataques,,,11972774
Fuera de juego,2,1,negative,event,2.0,1.0,offsides,Ataques,,,11972774
Pases precisos,243,244,positive,event,243.0,244.0,accuratePasses,Pases,,,11972774
Laterales,35,36,positive,event,35.0,36.0,throwIns,Pases,,,11972774
Fase de tercio final,26/53 (49%),35/62 (56%),positive,team,26.0,35.0,finalThirdPhaseStatistic,Pases,53.0,62.0,11972774
Pases largos,33/74 (44%),28/56 (50%),positive,team,33.0,28.0,accurateLongBalls,Pases,74.0,56.0,11972774
Centros,5/11 (45%),2/10 (20%),positive,team,5.0,2.0,accurateCross,Pases,11.0,10.0,11972774
Duelos,32%,40%,positive,event,32.0,40.0,duelWonPercent,Duelos,,,11972774
Pérdidas de posesión,5,5,negative,event,5.0,5.0,dispossessed,Duelos,,,11972774
Duelos en el suelo,34/120 (28%),40/99 (40%),positive,team,34.0,40.0,groundDuelsPercentage,Duelos,120.0,99.0,11972774
Duelos aéreos,17/38 (45%),12/29 (41%),positive,team,17.0,12.0,aerialDuelsPercentage,Duelos,38.0,29.0,11972774
Regates,8/11 (73%),16/28 (57%),positive,team,8.0,16.0,dribblesPercentage,Duelos,11.0,28.0,11972774
Entradas totales,8,5,positive,event,8.0,5.0,totalTackle,Defensa,,,11972774
Intercepciones,10,11,positive,event,10.0,11.0,interceptionWon,Defensa,,,11972774
Despejes,36,13,positive,event,36.0,13.0,totalClearance,Defensa,,,11972774
Errores seguidos por remate,5,5,negative,event,5.0,5.0,errorsLeadToShot,Defensa,,,11972774
Salvadas totales,5,1,positive,event,5.0,1.0,goalkeeperSaves,Arquero,,,11972774
Saques de arco,7,7,positive,event,7.0,7.0,goalKicks,Arquero,,,11972774
Posesión,66%,34%,positive,event,66.0,34.0,ballPossession,General,,,11972765
Goles esperados,2.74,0.57,positive,event,2.74,0.57,expectedGoals,General,,,11972765
Remates totales,16,7,positive,event,16.0,7.0,totalShotsOnGoal,General,,,11972765
Atajadas,0,5,positive,event,0.0,5.0,goalkeeperSaves,General,,,11972765
Córners,5,2,positive,event,5.0,2.0,cornerKicks,General,,,11972765
Faltas,11,13,negative,event,11.0,13.0,fouls,General,,,11972765
Pases,467,211,positive,event,467.0,211.0,passes,General,,,11972765
Entradas,2,5,positive,event,2.0,5.0,totalTackle,General,,,11972765
Tiros libre,3,3,positive,event,3.0,3.0,freeKicks,General,,,11972765
Tarjetas amarillas,0,5,negative,event,0.0,5.0,yellowCards,General,,,11972765
Tarjetas rojas,1,1,negative,event,1.0,1.0,redCards,General,,,11972765
Remates totales,16,7,positive,event,16.0,7.0,totalShotsOnGoal,Remates,,,11972765
Remates al arco,5,0,positive,event,5.0,0.0,shotsOnGoal,Remates,,,11972765
Palo,0,0,negative,event,0.0,0.0,hitWoodwork,Remates,,,11972765
Remates fuera,5,5,negative,event,5.0,5.0,shotsOffGoal,Remates,,,11972765
Remates bloqueados,6,2,negative,event,6.0,2.0,blockedScoringAttempt,Remates,,,11972765
Remates dentro del área,6,3,positive,event,6.0,3.0,totalShotsInsideBox,Remates,,,11972765
Remates fuera del área,10,4,positive,event,10.0,4.0,totalShotsOutsideBox,Remates,,,11972765
Pases en profundidad,3,0,positive,event,3.0,0.0,accurateThroughBall,Ataques,,,11972765
Toques en el área penal,22,12,positive,event,22.0,12.0,touchesInOppBox,Ataques,,,11972765
Fuera de juego,7,5,negative,event,7.0,5.0,offsides,Ataques,,,11972765
Pases precisos,386,130,positive,event,386.0,130.0,accuratePasses,Pases,,,11972765
Laterales,16,19,positive,event,16.0,19.0,throwIns,Pases,,,11972765
Fase de tercio final,46/69 (67%),19/44 (43%),positive,team,46.0,19.0,finalThirdPhaseStatistic,Pases,69.0,44.0,11972765
Pases largos,24/51 (47%),19/45 (42%),positive,team,24.0,19.0,accurateLongBalls,Pases,51.0,45.0,11972765
Centros,5/24 (20%),4/11 (36%),positive,team,5.0,4.0,accurateCross,Pases,24.0,11.0,11972765
Duelos,35%,37%,positive,event,35.0,37.0,duelWonPercent,Duelos,,,11972765
Pérdidas de posesión,11,8,negative,event,11.0,8.0,dispossessed,Duelos,,,11972765
Duelos en el suelo,42/118 (36%),33/114 (29%),positive,team,42.0,33.0,groundDuelsPercentage,Duelos,118.0,114.0,11972765
Duelos aéreos,17/48 (35%),27/47 (57%),positive,team,17.0,27.0,aerialDuelsPercentage,Duelos,48.0,47.0,11972765
Regates,20/28 (71%),6/8 (75%),positive,team,20.0,6.0,dribblesPercentage,Duelos,28.0,8.0,11972765
Entradas totales,2,5,positive,event,2.0,5.0,totalTackle,Defensa,,,11972765
Intercepciones,16,19,positive,event,16.0,19.0,interceptionWon,Defensa,,,11972765
Despejes,16,21,positive,event,16.0,21.0,totalClearance,Defensa,,,11972765
Errores seguidos por remate,1,1,negative,event,1.0,1.0,errorsLeadToShot,Defensa,,,11972765
Salvadas totales,0,5,positive,event,0.0,5.0,goalkeeperSaves,Arquero,,,11972765
Saques de arco,9,10,positive,event,9.0,10.0,goalKicks,Arquero,,,11972765
Posesión,60%,40%,positive,event,60.0,40.0,ballPossession,General,,,11972767
Goles esperados,1.44,1.33,positive,event,1.44,1.33,expectedGoals,General,,,11972767
Remates totales,14,11,positive,event,14.0,11.0,totalShotsOnGoal,General,,,11972767
Atajadas,4,2,positive,event,4.0,2.0,goalkeeperSaves,General,,,11972767
Córners,8,4,positive,event,8.0,4.0,cornerKicks,General,,,11972767
Faltas,14,17,negative,event,14.0,17.0,fouls,General,,,11972767
Pases,367,236,positive,event,367.0,236.0,passes,General,,,11972767
Entradas,4,3,positive,event,4.0,3.0,totalTackle,General,,,11972767
Tiros libre,6,5,positive,event,6.0,5.0,freeKicks,General,,,11972767
Tarjetas amarillas,2,4,negative,event,2.0,4.0,yellowCards,General,,,11972767
Tarjetas rojas,0,2,negative,event,0.0,2.0,redCards,General,,,11972767
Remates totales,14,11,positive,event,14.0,11.0,totalShotsOnGoal,Remates,,,11972767
Remates al arco,4,4,positive,event,4.0,4.0,shotsOnGoal,Remates,,,11972767
Palo,1,0,negative,event,1.0,0.0,hitWoodwork,Remates,,,11972767
Remates fuera,5,4,negative,event,5.0,4.0,shotsOffGoal,Remates,,,11972767
Remates bloqueados,4,3,negative,event,4.0,3.0,blockedScoringAttempt,Remates,,,11972767
Remates dentro del área,10,8,positive,event,10.0,8.0,totalShotsInsideBox,Remates,,,11972767
Remates fuera del área,4,3,positive,event,4.0,3.0,totalShotsOutsideBox,Remates,,,11972767
Pases en profundidad,0,3,positive,event,0.0,3.0,accurateThroughBall,Ataques,,,11972767
Toques en el área penal,25,12,positive,event,25.0,12.0,touchesInOppBox,Ataques,,,11972767
Fuera de juego,4,1,negative,event,4.0,1.0,offsides,Ataques,,,11972767
Pases precisos,291,175,positive,event,291.0,175.0,accuratePasses,Pases,,,11972767
Laterales,22,16,positive,event,22.0,16.0,throwIns,Pases,,,11972767
Fase de tercio final,41/60 (68%),16/25 (64%),positive,team,41.0,16.0,finalThirdPhaseStatistic,Pases,60.0,25.0,11972767
Pases largos,25/44 (56%),24/41 (58%),positive,team,25.0,24.0,accurateLongBalls,Pases,44.0,41.0,11972767
Centros,5/29 (17%),3/4 (75%),positive,team,5.0,3.0,accurateCross,Pases,29.0,4.0,11972767
Duelos,40%,36%,positive,event,40.0,36.0,duelWonPercent,Duelos,,,11972767
Pérdidas de posesión,7,9,negative,event,7.0,9.0,dispossessed,Duelos,,,11972767
Duelos en el suelo,44/118 (37%),44/136 (32%),positive,team,44.0,44.0,groundDuelsPercentage,Duelos,118.0,136.0,11972767
Duelos aéreos,20/40 (50%),19/39 (49%),positive,team,20.0,19.0,aerialDuelsPercentage,Duelos,40.0,39.0,11972767
Regates,19/30 (63%),14/20 (70%),positive,team,19.0,14.0,dribblesPercentage,Duelos,30.0,20.0,11972767
Entradas totales,4,3,positive,event,4.0,3.0,totalTackle,Defensa,,,11972767
Intercepciones,21,26,positive,event,21.0,26.0,interceptionWon,Defensa,,,11972767
Despejes,13,36,positive,event,13.0,36.0,totalClearance,Defensa,,,11972767
Errores seguidos por remate,1,3,negative,event,1.0,3.0,errorsLeadToShot,Defensa,,,11972767
Salvadas totales,4,2,positive,event,4.0,2.0,goalkeeperSaves,Arquero,,,11972767
Saques de arco,6,12,positive,event,6.0,12.0,goalKicks,Arquero,,,11972767
Posesión,58%,42%,positive,event,58.0,42.0,ballPossession,General,,,11972771
Goles esperados,1.62,0.65,positive,event,1.62,0.65,expectedGoals,General,,,11972771
Remates totales,14,6,positive,event,14.0,6.0,totalShotsOnGoal,General,,,11972771
Atajadas,2,5,positive,event,2.0,5.0,goalkeeperSaves,General,,,11972771
Córners,5,1,positive,event,5.0,1.0,cornerKicks,General,,,11972771
Faltas,14,12,negative,event,14.0,12.0,fouls,General,,,11972771
Pases,538,317,positive,event,538.0,317.0,passes,General,,,11972771
Entradas,5,3,positive,event,5.0,3.0,totalTackle,General,,,11972771
Tiros libre,3,4,positive,event,3.0,4.0,freeKicks,General,,,11972771
Tarjetas amarillas,3,1,negative,event,3.0,1.0,yellowCards,General,,,11972771
Tarjetas rojas,0,0,negative,event,0.0,0.0,redCards,General,,,11972771
Remates totales,14,6,positive,event,14.0,6.0,totalShotsOnGoal,Remates,,,11972771
Remates al arco,6,3,positive,event,6.0,3.0,shotsOnGoal,Remates,,,11972771
Palo,2,0,negative,event,2.0,0.0,hitWoodwork,Remates,,,11972771
Remates fuera,4,2,negative,event,4.0,2.0,shotsOffGoal,Remates,,,11972771
Remates bloqueados,2,1,negative,event,2.0,1.0,blockedScoringAttempt,Remates,,,11972771
Remates dentro del área,8,4,positive,event,8.0,4.0,totalShotsInsideBox,Remates,,,11972771
Remates fuera del área,6,2,positive,event,6.0,2.0,totalShotsOutsideBox,Remates,,,11972771
Pases en profundidad,4,0,positive,event,4.0,0.0,accurateThroughBall,Ataques,,,11972771
Toques en el área penal,21,7,positive,event,21.0,7.0,touchesInOppBox,Ataques,,,11972771
Fuera de juego,0,4,negative,event,0.0,4.0,offsides,Ataques,,,11972771
Pases precisos,425,225,positive,event,425.0,225.0,accuratePasses,Pases,,,11972771
Laterales,32,25,positive,event,32.0,25.0,throwIns,Pases,,,11972771
Fase de tercio final,73/100 (73%),17/37 (46%),positive,team,73.0,17.0,finalThirdPhaseStatistic,Pases,100.0,37.0,11972771
Pases largos,39/76 (51%),25/51 (49%),positive,team,39.0,25.0,accurateLongBalls,Pases,76.0,51.0,11972771
Centros,6/20 (30%),3/7 (42%),positive,team,6.0,3.0,accurateCross,Pases,20.0,7.0,11972771
Duelos,35%,38%,positive,event,35.0,38.0,duelWonPercent,Duelos,,,11972771
Pérdidas de posesión,13,7,negative,event,13.0,7.0,dispossessed,Duelos,,,11972771
Duelos en el suelo,64/181 (35%),55/168 (33%),positive,team,64.0,55.0,groundDuelsPercentage,Duelos,181.0,168.0,11972771
Duelos aéreos,13/38 (34%),23/37 (62%),positive,team,13.0,23.0,aerialDuelsPercentage,Duelos,38.0,37.0,11972771
Regates,30/45 (67%),7/13 (54%),positive,team,30.0,7.0,dribblesPercentage,Duelos,45.0,13.0,11972771
Entradas totales,5,3,positive,event,5.0,3.0,totalTackle,Defensa,,,11972771
Intercepciones,10,29,positive,event,10.0,29.0,interceptionWon,Defensa,,,11972771
Despejes,9,30,positive,event,9.0,30.0,totalClearance,Defensa,,,11972771
Errores seguidos por remate,2,2,negative,event,2.0,2.0,errorsLeadToShot,Defensa,,,11972771
Salvadas totales,2,5,positive,event,2.0,5.0,goalkeeperSaves,Arquero,,,11972771
Saques de arco,4,11,positive,event,4.0,11.0,goalKicks,Arquero,,,11972771
Posesión,33%,67%,positive,event,33.0,67.0,ballPossession,General,,,12446640
Goles esperados,0.27,0.23,positive,event,0.27,0.23,expectedGoals,General,,,12446640
Remates totales,6,6,positive,event,6.0,6.0,totalShotsOnGoal,General,,,12446640
Atajadas,5,4,positive,event,5.0,4.0,goalkeeperSaves,General,,,12446640
Córners,3,1,positive,event,3.0,1.0,cornerKicks,General,,,12446640
Faltas,7,14,negative,event,7.0,14.0,fouls,General,,,12446640
Pases,209,519,positive,event,209.0,519.0,passes,General,,,12446640
Entradas,5,2,positive,event,5.0,2.0,totalTackle,General,,,12446640
Tiros libre,3,3,positive,event,3.0,3.0,freeKicks,General,,,12446640
Tarjetas amarillas,1,0,negative,event,1.0,0.0,yellowCards,General,,,12446640
Tarjetas rojas,0,0,negative,event,0.0,0.0,redCards,General,,,12446640
Remates totales,6,6,positive,event,6.0,6.0,totalShotsOnGoal,Remates,,,12446640
Remates al arco,5,4,positive,event,5.0,4.0,shotsOnGoal,Remates,,,12446640
Palo,0,0,negative,event,0.0,0.0,hitWoodwork,Remates,,,12446640
Remates fuera,1,2,negative,event,1.0,2.0,shotsOffGoal,Remates,,,12446640
Remates bloqueados,0,0,negative,event,0.0,0.0,blockedScoringAttempt,Remates,,,12446640
Remates dentro del área,2,2,positive,event,2.0,2.0,totalShotsInsideBox,Remates,,,12446640
Remates fuera del área,4,4,positive,event,4.0,4.0,totalShotsOutsideBox,Remates,,,12446640
Pases en profundidad,1,0,positive,event,1.0,0.0,accurateThroughBall,Ataques,,,12446640
Toques en el área penal,6,3,positive,event,6.0,3.0,touchesInOppBox,Ataques,,,12446640
Fuera de juego,2,0,negative,event,2.0,0.0,offsides,Ataques,,,12446640
Pases precisos,129,419,positive,event,129.0,419.0,accuratePasses,Pases,,,12446640
Laterales,26,27,positive,event,26.0,27.0,throwIns,Pases,,,12446640
Fase de tercio final,23/48 (48%),49/79 (62%),positive,team,23.0,49.0,finalThirdPhaseStatistic,Pases,48.0,79.0,12446640
Pases largos,24/54 (44%),18/46 (39%),positive,team,24.0,18.0,accurateLongBalls,Pases,54.0,46.0,12446640
Centros,1/16 (6%),3/14 (21%),positive,team,1.0,3.0,accurateCross,Pases,16.0,14.0,12446640
Duelos,32%,38%,positive,event,32.0,38.0,duelWonPercent,Duelos,,,12446640
Pérdidas de posesión,16,9,negative,event,16.0,9.0,dispossessed,Duelos,,,12446640
Duelos en el suelo,55/166 (33%),45/149 (30%),positive,team,55.0,45.0,groundDuelsPercentage,Duelos,166.0,149.0,12446640
Duelos aéreos,16/52 (31%),32/50 (64%),positive,team,16.0,32.0,aerialDuelsPercentage,Duelos,52.0,50.0,12446640
Regates,16/23 (70%),17/22 (77%),positive,team,16.0,17.0,dribblesPercentage,Duelos,23.0,22.0,12446640
Entradas totales,5,2,positive,event,5.0,2.0,totalTackle,Defensa,,,12446640
Intercepciones,16,9,positive,event,16.0,9.0,interceptionWon,Defensa,,,12446640
Despejes,11,6,positive,event,11.0,6.0,totalClearance,Defensa,,,12446640
Errores seguidos por remate,3,3,negative,event,3.0,3.0,errorsLeadToShot,Defensa,,,12446640
Salvadas totales,5,4,positive,event,5.0,4.0,goalkeeperSaves,Arquero,,,12446640
Saques de arco,10,7,positive,event,10.0,7.0,goalKicks,Arquero,,,12446640
Posesión,55%,45%,positive,event,55.0,45.0,ballPossession,General,,,11972794
Goles esperados,0.75,0.26,positive,event,0.75,0.26,expectedGoals,General,,,11972794
Remates totales,14,2,positive,event,14.0,2.0,totalShotsOnGoal,General,,,11972794
Atajadas,1,3,positive,event,1.0,3.0,goalkeeperSaves,General,,,11972794
Córners,8,1,positive,event,8.0,1.0,cornerKicks,General,,,11972794
Faltas,9,20,negative,event,9.0,20.0,fouls,General,,,11972794
Pases,326,213,positive,event,326.0,213.0,passes,General,,,11972794
Entradas,1,6,positive,event,1.0,6.0,totalTackle,General,,,11972794
Tiros libre,7,1,positive,event,7.0,1.0,freeKicks,General,,,11972794
Tarjetas amarillas,3,3,negative,event,3.0,3.0,yellowCards,General,,,11972794
Tarjetas rojas,1,2,negative,event,1.0,2.0,redCards,General,,,11972794
Remates totales,14,2,positive,event,14.0,2.0,totalShotsOnGoal,Remates,,,11972794
Remates al arco,2,1,positive,event,2.0,1.0,shotsOnGoal,Remates,,,11972794
Palo,0,0,negative,event,0.0,0.0,hitWoodwork,Remates,,,11972794
Remates fuera,3,1,negative,event,3.0,1.0,shotsOffGoal,Remates,,,11972794
Remates bloqueados,9,0,negative,event,9.0,0.0,blockedScoringAttempt,Remates,,,11972794
Remates dentro del área,2,2,positive,event,2.0,2.0,totalShotsInsideBox,Remates,,,11972794
Remates fuera del área,12,0,positive,event,12.0,0.0,totalShotsOutsideBox,Remates,,,11972794
Pases en profundidad,0,1,positive,event,0.0,1.0,accurateThroughBall,Ataques,,,11972794
Toques en el área penal,17,6,positive,event,17.0,6.0,touchesInOppBox,Ataques,,,11972794
Fuera de juego,3,2,negative,event,3.0,2.0,offsides,Ataques,,,11972794
